id,name,popularity,album.id,album.name,album.total_tracks,track_number,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0Ac0Ge47UpkVceZyPin7IP,Against All Odds (Take a Look at Me Now) (feat. Westlife),49,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,4,200426,0.495,0.481,1,-7.264,1,0.0333,0.583,0,0.105,0.317,117.483,4
5t3oszlshIPTzpAwcCMqgw,When You're Looking Like That - Single Remix,62,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,5,231735,0.597,0.945,6,-3.845,1,0.0497,0.018,0,0.0654,0.939,147.908,4
491wygUI74zXsPjtl28sRL,Close,53,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,6,243855,0.538,0.517,9,-7.309,1,0.0285,0.0838,0,0.226,0.182,136.049,4
5vFxnu2jkxn8vTA185oH10,Somebody Needs You,50,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,7,186781,0.725,0.861,2,-4.669,1,0.0406,0.136,0,0.118,0.793,100.982,4
5FfyTkLyYtIIw26hVTcTyl,Angels Wings,49,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,8,241162,0.334,0.541,0,-6.097,1,0.032,0.121,0,0.118,0.201,128.024,4
1vYZywcjdbPUnsEP43it0q,Soledad,54,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,9,236425,0.618,0.673,0,-6.412,0,0.0264,0.142,0,0.317,0.3,119.882,4
3rn07BEDuQLxbpKsStMido,Puzzle of My Heart,51,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,10,218917,0.516,0.573,7,-6.501,1,0.0257,0.0613,0,0.274,0.198,80.011,4
1gfdvyO8V5Z2nSfWy3nvap,Dreams Come True,37,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,11,186549,0.745,0.848,2,-4.626,0,0.0513,0.0118,0.00107,0.0342,0.756,111.981,4
0X7d58mPGJrF2XrTevMcjn,No Place That Far,38,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,12,191471,0.511,0.497,10,-7.784,1,0.0288,0.017,0,0.236,0.252,133.118,4
3oPaEwpXsktYeiydEwOLUv,You Make Me Feel,39,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,13,217849,0.602,0.479,8,-8.96,1,0.0248,0.173,0,0.0881,0.336,80.025,4
3qV16JCqDll7zjKKWyK4w1,Loneliness Knows Me By Name,37,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,14,181533,0.614,0.768,5,-4.5,1,0.0258,0.132,0,0.358,0.599,94.859,4
1uMrCEyujujfRzAJRl9leT,Fragile Heart,39,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,15,178468,0.514,0.355,4,-8.877,1,0.0297,0.579,0,0.215,0.361,67.962,4
5tDDqSnNltCcFkdTcyaAPf,Every Little Thing You Do,39,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,16,246270,0.512,0.473,0,-8.408,1,0.0309,0.205,0,0.0744,0.393,137.598,4
2sFp6E7lNBbblJGmUtCfFH,Uptown Girl - Radio Edit,68,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,17,185434,0.645,0.921,6,-5.256,0,0.0302,0.00809,1.08e-5,0.407,0.864,129,4
0snXoaOiQv9HR83zUdhv2e,I Have a Dream - Remix,45,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,18,253706,0.543,0.808,7,-6.059,1,0.0281,0.126,0,0.14,0.286,105.021,4
4xxZrLv85WVn0MfUKfcoJZ,My Girl,50,6P1sBa0T1fRooA0UTAQfOu,Coast To Coast,19,19,172849,0.618,0.775,0,-6.281,1,0.0335,0.23,0,0.0732,0.784,104.935,4
2x1D20z93vGEjtTP07GOOr,Swear It Again - Radio Edit,65,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,1,247933,0.626,0.532,9,-7.205,1,0.0276,0.296,0,0.123,0.33,130.076,4
5giCRvTkp5GV5UIAORAOof,If I Let You Go - Radio Edit,66,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,2,221533,0.571,0.697,0,-4.255,1,0.0294,0.00574,0,0.0775,0.636,181.987,4
30ngg6jCMqOBcvj5fLgfBe,Flying Without Wings,63,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,3,215306,0.443,0.493,8,-7.956,1,0.0318,0.323,0,0.21,0.283,72.742,4
5h9etcHD1K0OTljIAIw0Kh,Fool Again,62,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,4,235066,0.532,0.525,4,-6.812,1,0.0295,0.0467,0,0.053,0.536,75.993,4
3aNILB3pRxBsdlaiNaupow,No No,50,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,5,194093,0.697,0.791,10,-5.436,1,0.0272,0.128,0,0.104,0.92,105.022,4
3O5YCVeCSJg1i8X7Zfl4xn,I Don't Wanna Fight,51,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,6,303440,0.59,0.479,10,-7.109,1,0.0306,0.5,0,0.0804,0.328,122.053,4
7F99fYE0Y0NF0CVwfBri3c,Change the World,50,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,7,189333,0.634,0.726,9,-5.894,1,0.0259,0.345,0,0.124,0.672,95.999,4
28boPljtF4jMqT8rEKBO73,Moments,42,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,8,256760,0.57,0.371,4,-8.507,1,0.0296,0.499,0,0.388,0.565,133.815,4
6D17ZfWe6kCi2BS563dMc7,Seasons in the Sun,57,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,9,249266,0.598,0.56,6,-6.221,1,0.0226,0.195,2.86e-5,0.241,0.535,87.973,4
3aqd5ZizbDDc8BCTX7bfLY,I Need You,42,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,10,228640,0.667,0.718,0,-5.056,1,0.0245,0.281,3.1e-6,0.0807,0.62,96.03,4
5G2kKkkGXI9pmokERv9grF,Miss You,43,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,11,232893,0.491,0.627,2,-6.211,1,0.0256,0.439,1.34e-6,0.264,0.383,78.037,4
3nCssYiRNgdyN894QW4uT1,More than Words,60,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,12,234066,0.67,0.295,6,-9.7,1,0.0271,0.518,0,0.151,0.507,94.014,4
44iWy1HwMT9aVxiDDhIQ8x,Open Your Heart,51,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,13,219440,0.658,0.777,1,-6.13,1,0.0245,0.291,0,0.0711,0.586,103.047,4
4fWAiwZF2TN3bq8FwAi9hD,Try Again,49,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,14,215333,0.571,0.619,5,-6.296,1,0.0245,0.0234,0,0.144,0.159,81.951,4
6QCTOzddi99l53swxjU1q6,What I Want Is What I Got,40,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,15,212026,0.751,0.752,9,-4.341,1,0.0288,0.244,0,0.39,0.913,92.02,4
0bIAUChT86MNxGbYyep01v,We Are One,40,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,16,224400,0.527,0.527,8,-6.568,1,0.0291,0.157,0,0.135,0.249,118.028,4
0MQTDNaZilvayfWU08IxCA,Can't Lose What You Never Had,39,22pfCAdDOgyC2JfSi5OwxT,Westlife,17,17,261173,0.599,0.647,2,-6.023,1,0.0396,0.277,0,0.0719,0.465,204.312,4
